profileID,respID,qID,altID,obsID,blockID,location,price,materials,frequency
117,268,7,2,2143,1,Door Pick-up,15,Limited food waste,4
26,268,8,1,2144,1,Drop-off,10,Limited food waste,1
65,268,8,2,2144,1,Door Pick-up,10,Commercial compost,3
40,269,1,1,2145,1,Drop-off,20,Commercial compost,2
80,269,1,2,2145,1,Drop-off,20,Food waste,3
3,269,2,1,2146,1,Door Pick-up,5,Commercial compost,1
84,269,2,2,2146,1,Drop-off,5,Limited food waste,3
23,269,3,1,2147,1,Door Pick-up,5,Limited food waste,1
106,269,3,2,2147,1,Drop-off,10,Food waste,4
74,269,4,1,2148,1,Drop-off,5,Food waste,3
25,269,4,2,2148,1,Door Pick-up,10,Limited food waste,1
16,269,5,1,2149,1,Drop-off,10,Food waste,1
97,269,5,2,2149,1,Door Pick-up,15,Commercial compost,4
68,269,6,1,2150,1,Drop-off,15,Commercial compost,3
87,269,6,2,2150,1,Door Pick-up,15,Limited food waste,3
47,269,7,1,2151,1,Door Pick-up,15,Food waste,2
117,269,7,2,2151,1,Door Pick-up,15,Limited food waste,4
26,269,8,1,2152,1,Drop-off,10,Limited food waste,1
65,269,8,2,2152,1,Door Pick-up,10,Commercial compost,3
40,270,1,1,2153,1,Drop-off,20,Commercial compost,2
80,270,1,2,2153,1,Drop-off,20,Food waste,3
3,270,2,1,2154,1,Door Pick-up,5,Commercial compost,1
84,270,2,2,2154,1,Drop-off,5,Limited food waste,3
23,270,3,1,2155,1,Door Pick-up,5,Limited food waste,1
106,270,3,2,2155,1,Drop-off,10,Food waste,4
74,270,4,1,2156,1,Drop-off,5,Food waste,3
25,270,4,2,2156,1,Door Pick-up,10,Limited food waste,1
16,270,5,1,2157,1,Drop-off,10,Food waste,1
97,270,5,2,2157,1,Door Pick-up,15,Commercial compost,4
68,270,6,1,2158,1,Drop-off,15,Commercial compost,3
87,270,6,2,2158,1,Door Pick-up,15,Limited food waste,3
47,270,7,1,2159,1,Door Pick-up,15,Food waste,2
117,270,7,2,2159,1,Door Pick-up,15,Limited food waste,4
26,270,8,1,2160,1,Drop-off,10,Limited food waste,1
65,270,8,2,2160,1,Door Pick-up,10,Commercial compost,3
40,271,1,1,2161,1,Drop-off,20,Commercial compost,2
80,271,1,2,2161,1,Drop-off,20,Food waste,3
3,271,2,1,2162,1,Door Pick-up,5,Commercial compost,1
84,271,2,2,2162,1,Drop-off,5,Limited food waste,3
23,271,3,1,2163,1,Door Pick-up,5,Limited food waste,1
106,271,3,2,2163,1,Drop-off,10,Food waste,4
74,271,4,1,2164,1,Drop-off,5,Food waste,3
25,271,4,2,2164,1,Door Pick-up,10,Limited food waste,1
16,271,5,1,2165,1,Drop-off,10,Food waste,1
97,271,5,2,2165,1,Door Pick-up,15,Commercial compost,4
68,271,6,1,2166,1,Drop-off,15,Commercial compost,3
87,271,6,2,2166,1,Door Pick-up,15,Limited food waste,3
47,271,7,1,2167,1,Door Pick-up,15,Food waste,2
117,271,7,2,2167,1,Door Pick-up,15,Limited food waste,4
26,271,8,1,2168,1,Drop-off,10,Limited food waste,1
65,271,8,2,2168,1,Door Pick-up,10,Commercial compost,3
40,272,1,1,2169,1,Drop-off,20,Commercial compost,2
80,272,1,2,2169,1,Drop-off,20,Food waste,3
3,272,2,1,2170,1,Door Pick-up,5,Commercial compost,1
84,272,2,2,2170,1,Drop-off,5,Limited food waste,3
23,272,3,1,2171,1,Door Pick-up,5,Limited food waste,1
106,272,3,2,2171,1,Drop-off,10,Food waste,4
74,272,4,1,2172,1,Drop-off,5,Food waste,3
25,272,4,2,2172,1,Door Pick-up,10,Limited food waste,1
16,272,5,1,2173,1,Drop-off,10,Food waste,1
97,272,5,2,2173,1,Door Pick-up,15,Commercial compost,4
68,272,6,1,2174,1,Drop-off,15,Commercial compost,3
87,272,6,2,2174,1,Door Pick-up,15,Limited food waste,3
47,272,7,1,2175,1,Door Pick-up,15,Food waste,2
117,272,7,2,2175,1,Door Pick-up,15,Limited food waste,4
26,272,8,1,2176,1,Drop-off,10,Limited food waste,1
65,272,8,2,2176,1,Door Pick-up,10,Commercial compost,3
40,273,1,1,2177,1,Drop-off,20,Commercial compost,2
80,273,1,2,2177,1,Drop-off,20,Food waste,3
3,273,2,1,2178,1,Door Pick-up,5,Commercial compost,1
84,273,2,2,2178,1,Drop-off,5,Limited food waste,3
23,273,3,1,2179,1,Door Pick-up,5,Limited food waste,1
106,273,3,2,2179,1,Drop-off,10,Food waste,4
74,273,4,1,2180,1,Drop-off,5,Food waste,3
25,273,4,2,2180,1,Door Pick-up,10,Limited food waste,1
16,273,5,1,2181,1,Drop-off,10,Food waste,1
97,273,5,2,2181,1,Door Pick-up,15,Commercial compost,4
68,273,6,1,2182,1,Drop-off,15,Commercial compost,3
87,273,6,2,2182,1,Door Pick-up,15,Limited food waste,3
47,273,7,1,2183,1,Door Pick-up,15,Food waste,2
117,273,7,2,2183,1,Door Pick-up,15,Limited food waste,4
26,273,8,1,2184,1,Drop-off,10,Limited food waste,1
65,273,8,2,2184,1,Door Pick-up,10,Commercial compost,3
40,274,1,1,2185,1,Drop-off,20,Commercial compost,2
80,274,1,2,2185,1,Drop-off,20,Food waste,3
3,274,2,1,2186,1,Door Pick-up,5,Commercial compost,1
84,274,2,2,2186,1,Drop-off,5,Limited food waste,3
23,274,3,1,2187,1,Door Pick-up,5,Limited food waste,1
106,274,3,2,2187,1,Drop-off,10,Food waste,4
74,274,4,1,2188,1,Drop-off,5,Food waste,3
25,274,4,2,2188,1,Door Pick-up,10,Limited food waste,1
16,274,5,1,2189,1,Drop-off,10,Food waste,1
97,274,5,2,2189,1,Door Pick-up,15,Commercial compost,4
68,274,6,1,2190,1,Drop-off,15,Commercial compost,3
87,274,6,2,2190,1,Door Pick-up,15,Limited food waste,3
47,274,7,1,2191,1,Door Pick-up,15,Food waste,2
117,274,7,2,2191,1,Door Pick-up,15,Limited food waste,4
26,274,8,1,2192,1,Drop-off,10,Limited food waste,1
65,274,8,2,2192,1,Door Pick-up,10,Commercial compost,3
40,275,1,1,2193,1,Drop-off,20,Commercial compost,2
80,275,1,2,2193,1,Drop-off,20,Food waste,3
3,275,2,1,2194,1,Door Pick-up,5,Commercial compost,1
84,275,2,2,2194,1,Drop-off,5,Limited food waste,3
23,275,3,1,2195,1,Door Pick-up,5,Limited food waste,1
106,275,3,2,2195,1,Drop-off,10,Food waste,4
74,275,4,1,2196,1,Drop-off,5,Food waste,3
25,275,4,2,2196,1,Door Pick-up,10,Limited food waste,1
16,275,5,1,2197,1,Drop-off,10,Food waste,1
97,275,5,2,2197,1,Door Pick-up,15,Commercial compost,4
68,275,6,1,2198,1,Drop-off,15,Commercial compost,3
87,275,6,2,2198,1,Door Pick-up,15,Limited food waste,3
47,275,7,1,2199,1,Door Pick-up,15,Food waste,2
117,275,7,2,2199,1,Door Pick-up,15,Limited food waste,4
26,275,8,1,2200,1,Drop-off,10,Limited food waste,1
65,275,8,2,2200,1,Door Pick-up,10,Commercial compost,3
40,276,1,1,2201,1,Drop-off,20,Commercial compost,2
80,276,1,2,2201,1,Drop-off,20,Food waste,3
3,276,2,1,2202,1,Door Pick-up,5,Commercial compost,1
84,276,2,2,2202,1,Drop-off,5,Limited food waste,3
23,276,3,1,2203,1,Door Pick-up,5,Limited food waste,1
106,276,3,2,2203,1,Drop-off,10,Food waste,4
74,276,4,1,2204,1,Drop-off,5,Food waste,3
25,276,4,2,2204,1,Door Pick-up,10,Limited food waste,1
16,276,5,1,2205,1,Drop-off,10,Food waste,1
97,276,5,2,2205,1,Door Pick-up,15,Commercial compost,4
68,276,6,1,2206,1,Drop-off,15,Commercial compost,3
87,276,6,2,2206,1,Door Pick-up,15,Limited food waste,3
47,276,7,1,2207,1,Door Pick-up,15,Food waste,2
117,276,7,2,2207,1,Door Pick-up,15,Limited food waste,4
26,276,8,1,2208,1,Drop-off,10,Limited food waste,1
65,276,8,2,2208,1,Door Pick-up,10,Commercial compost,3
40,277,1,1,2209,1,Drop-off,20,Commercial compost,2
80,277,1,2,2209,1,Drop-off,20,Food waste,3
3,277,2,1,2210,1,Door Pick-up,5,Commercial compost,1
84,277,2,2,2210,1,Drop-off,5,Limited food waste,3
23,277,3,1,2211,1,Door Pick-up,5,Limited food waste,1
106,277,3,2,2211,1,Drop-off,10,Food waste,4
74,277,4,1,2212,1,Drop-off,5,Food waste,3
25,277,4,2,2212,1,Door Pick-up,10,Limited food waste,1
16,277,5,1,2213,1,Drop-off,10,Food waste,1
97,277,5,2,2213,1,Door Pick-up,15,Commercial compost,4
68,277,6,1,2214,1,Drop-off,15,Commercial compost,3
87,277,6,2,2214,1,Door Pick-up,15,Limited food waste,3
47,277,7,1,2215,1,Door Pick-up,15,Food waste,2
117,277,7,2,2215,1,Door Pick-up,15,Limited food waste,4
26,277,8,1,2216,1,Drop-off,10,Limited food waste,1
65,277,8,2,2216,1,Door Pick-up,10,Commercial compost,3
40,278,1,1,2217,1,Drop-off,20,Commercial compost,2
80,278,1,2,2217,1,Drop-off,20,Food waste,3
3,278,2,1,2218,1,Door Pick-up,5,Commercial compost,1
84,278,2,2,2218,1,Drop-off,5,Limited food waste,3
23,278,3,1,2219,1,Door Pick-up,5,Limited food waste,1
106,278,3,2,2219,1,Drop-off,10,Food waste,4
74,278,4,1,2220,1,Drop-off,5,Food waste,3
25,278,4,2,2220,1,Door Pick-up,10,Limited food waste,1
16,278,5,1,2221,1,Drop-off,10,Food waste,1
97,278,5,2,2221,1,Door Pick-up,15,Commercial compost,4
68,278,6,1,2222,1,Drop-off,15,Commercial compost,3
87,278,6,2,2222,1,Door Pick-up,15,Limited food waste,3
47,278,7,1,2223,1,Door Pick-up,15,Food waste,2
117,278,7,2,2223,1,Door Pick-up,15,Limited food waste,4
26,278,8,1,2224,1,Drop-off,10,Limited food waste,1
65,278,8,2,2224,1,Door Pick-up,10,Commercial compost,3
40,279,1,1,2225,1,Drop-off,20,Commercial compost,2
80,279,1,2,2225,1,Drop-off,20,Food waste,3
3,279,2,1,2226,1,Door Pick-up,5,Commercial compost,1
84,279,2,2,2226,1,Drop-off,5,Limited food waste,3
23,279,3,1,2227,1,Door Pick-up,5,Limited food waste,1
106,279,3,2,2227,1,Drop-off,10,Food waste,4
74,279,4,1,2228,1,Drop-off,5,Food waste,3
25,279,4,2,2228,1,Door Pick-up,10,Limited food waste,1
16,279,5,1,2229,1,Drop-off,10,Food waste,1
97,279,5,2,2229,1,Door Pick-up,15,Commercial compost,4
68,279,6,1,2230,1,Drop-off,15,Commercial compost,3
87,279,6,2,2230,1,Door Pick-up,15,Limited food waste,3
47,279,7,1,2231,1,Door Pick-up,15,Food waste,2
117,279,7,2,2231,1,Door Pick-up,15,Limited food waste,4
26,279,8,1,2232,1,Drop-off,10,Limited food waste,1
65,279,8,2,2232,1,Door Pick-up,10,Commercial compost,3
40,280,1,1,2233,1,Drop-off,20,Commercial compost,2
80,280,1,2,2233,1,Drop-off,20,Food waste,3
3,280,2,1,2234,1,Door Pick-up,5,Commercial compost,1
84,280,2,2,2234,1,Drop-off,5,Limited food waste,3
23,280,3,1,2235,1,Door Pick-up,5,Limited food waste,1
106,280,3,2,2235,1,Drop-off,10,Food waste,4
74,280,4,1,2236,1,Drop-off,5,Food waste,3
25,280,4,2,2236,1,Door Pick-up,10,Limited food waste,1
16,280,5,1,2237,1,Drop-off,10,Food waste,1
97,280,5,2,2237,1,Door Pick-up,15,Commercial compost,4
68,280,6,1,2238,1,Drop-off,15,Commercial compost,3
87,280,6,2,2238,1,Door Pick-up,15,Limited food waste,3
47,280,7,1,2239,1,Door Pick-up,15,Food waste,2
117,280,7,2,2239,1,Door Pick-up,15,Limited food waste,4
26,280,8,1,2240,1,Drop-off,10,Limited food waste,1
65,280,8,2,2240,1,Door Pick-up,10,Commercial compost,3
40,281,1,1,2241,1,Drop-off,20,Commercial compost,2
80,281,1,2,2241,1,Drop-off,20,Food waste,3
3,281,2,1,2242,1,Door Pick-up,5,Commercial compost,1
84,281,2,2,2242,1,Drop-off,5,Limited food waste,3
23,281,3,1,2243,1,Door Pick-up,5,Limited food waste,1
106,281,3,2,2243,1,Drop-off,10,Food waste,4
74,281,4,1,2244,1,Drop-off,5,Food waste,3
25,281,4,2,2244,1,Door Pick-up,10,Limited food waste,1
16,281,5,1,2245,1,Drop-off,10,Food waste,1
97,281,5,2,2245,1,Door Pick-up,15,Commercial compost,4
68,281,6,1,2246,1,Drop-off,15,Commercial compost,3
87,281,6,2,2246,1,Door Pick-up,15,Limited food waste,3
47,281,7,1,2247,1,Door Pick-up,15,Food waste,2
117,281,7,2,2247,1,Door Pick-up,15,Limited food waste,4
26,281,8,1,2248,1,Drop-off,10,Limited food waste,1
65,281,8,2,2248,1,Door Pick-up,10,Commercial compost,3
40,282,1,1,2249,1,Drop-off,20,Commercial compost,2
80,282,1,2,2249,1,Drop-off,20,Food waste,3
3,282,2,1,2250,1,Door Pick-up,5,Commercial compost,1
84,282,2,2,2250,1,Drop-off,5,Limited food waste,3
23,282,3,1,2251,1,Door Pick-up,5,Limited food waste,1
106,282,3,2,2251,1,Drop-off,10,Food waste,4
74,282,4,1,2252,1,Drop-off,5,Food waste,3
25,282,4,2,2252,1,Door Pick-up,10,Limited food waste,1
16,282,5,1,2253,1,Drop-off,10,Food waste,1
97,282,5,2,2253,1,Door Pick-up,15,Commercial compost,4
68,282,6,1,2254,1,Drop-off,15,Commercial compost,3
87,282,6,2,2254,1,Door Pick-up,15,Limited food waste,3
47,282,7,1,2255,1,Door Pick-up,15,Food waste,2
117,282,7,2,2255,1,Door Pick-up,15,Limited food waste,4
26,282,8,1,2256,1,Drop-off,10,Limited food waste,1
65,282,8,2,2256,1,Door Pick-up,10,Commercial compost,3
40,283,1,1,2257,1,Drop-off,20,Commercial compost,2
80,283,1,2,2257,1,Drop-off,20,Food waste,3
3,283,2,1,2258,1,Door Pick-up,5,Commercial compost,1
84,283,2,2,2258,1,Drop-off,5,Limited food waste,3
23,283,3,1,2259,1,Door Pick-up,5,Limited food waste,1
106,283,3,2,2259,1,Drop-off,10,Food waste,4
74,283,4,1,2260,1,Drop-off,5,Food waste,3
25,283,4,2,2260,1,Door Pick-up,10,Limited food waste,1
16,283,5,1,2261,1,Drop-off,10,Food waste,1
97,283,5,2,2261,1,Door Pick-up,15,Commercial compost,4
68,283,6,1,2262,1,Drop-off,15,Commercial compost,3
87,283,6,2,2262,1,Door Pick-up,15,Limited food waste,3
47,283,7,1,2263,1,Door Pick-up,15,Food waste,2
117,283,7,2,2263,1,Door Pick-up,15,Limited food waste,4
26,283,8,1,2264,1,Drop-off,10,Limited food waste,1
65,283,8,2,2264,1,Door Pick-up,10,Commercial compost,3
40,284,1,1,2265,1,Drop-off,20,Commercial compost,2
80,284,1,2,2265,1,Drop-off,20,Food waste,3
3,284,2,1,2266,1,Door Pick-up,5,Commercial compost,1
84,284,2,2,2266,1,Drop-off,5,Limited food waste,3
23,284,3,1,2267,1,Door Pick-up,5,Limited food waste,1
106,284,3,2,2267,1,Drop-off,10,Food waste,4
74,284,4,1,2268,1,Drop-off,5,Food waste,3
25,284,4,2,2268,1,Door Pick-up,10,Limited food waste,1
16,284,5,1,2269,1,Drop-off,10,Food waste,1
97,284,5,2,2269,1,Door Pick-up,15,Commercial compost,4
68,284,6,1,2270,1,Drop-off,15,Commercial compost,3
87,284,6,2,2270,1,Door Pick-up,15,Limited food waste,3
47,284,7,1,2271,1,Door Pick-up,15,Food waste,2
117,284,7,2,2271,1,Door Pick-up,15,Limited food waste,4
26,284,8,1,2272,1,Drop-off,10,Limited food waste,1
65,284,8,2,2272,1,Door Pick-up,10,Commercial compost,3
40,285,1,1,2273,1,Drop-off,20,Commercial compost,2
80,285,1,2,2273,1,Drop-off,20,Food waste,3
3,285,2,1,2274,1,Door Pick-up,5,Commercial compost,1
84,285,2,2,2274,1,Drop-off,5,Limited food waste,3
23,285,3,1,2275,1,Door Pick-up,5,Limited food waste,1
106,285,3,2,2275,1,Drop-off,10,Food waste,4
74,285,4,1,2276,1,Drop-off,5,Food waste,3
25,285,4,2,2276,1,Door Pick-up,10,Limited food waste,1
16,285,5,1,2277,1,Drop-off,10,Food waste,1
97,285,5,2,2277,1,Door Pick-up,15,Commercial compost,4
68,285,6,1,2278,1,Drop-off,15,Commercial compost,3
87,285,6,2,2278,1,Door Pick-up,15,Limited food waste,3
47,285,7,1,2279,1,Door Pick-up,15,Food waste,2
117,285,7,2,2279,1,Door Pick-up,15,Limited food waste,4
26,285,8,1,2280,1,Drop-off,10,Limited food waste,1
65,285,8,2,2280,1,Door Pick-up,10,Commercial compost,3
40,286,1,1,2281,1,Drop-off,20,Commercial compost,2
80,286,1,2,2281,1,Drop-off,20,Food waste,3
3,286,2,1,2282,1,Door Pick-up,5,Commercial compost,1
84,286,2,2,2282,1,Drop-off,5,Limited food waste,3
23,286,3,1,2283,1,Door Pick-up,5,Limited food waste,1
106,286,3,2,2283,1,Drop-off,10,Food waste,4
74,286,4,1,2284,1,Drop-off,5,Food waste,3
25,286,4,2,2284,1,Door Pick-up,10,Limited food waste,1
16,286,5,1,2285,1,Drop-off,10,Food waste,1
97,286,5,2,2285,1,Door Pick-up,15,Commercial compost,4
68,286,6,1,2286,1,Drop-off,15,Commercial compost,3
87,286,6,2,2286,1,Door Pick-up,15,Limited food waste,3
47,286,7,1,2287,1,Door Pick-up,15,Food waste,2
117,286,7,2,2287,1,Door Pick-up,15,Limited food waste,4
26,286,8,1,2288,1,Drop-off,10,Limited food waste,1
65,286,8,2,2288,1,Door Pick-up,10,Commercial compost,3
40,287,1,1,2289,1,Drop-off,20,Commercial compost,2
80,287,1,2,2289,1,Drop-off,20,Food waste,3
3,287,2,1,2290,1,Door Pick-up,5,Commercial compost,1
84,287,2,2,2290,1,Drop-off,5,Limited food waste,3
23,287,3,1,2291,1,Door Pick-up,5,Limited food waste,1
106,287,3,2,2291,1,Drop-off,10,Food waste,4
74,287,4,1,2292,1,Drop-off,5,Food waste,3
25,287,4,2,2292,1,Door Pick-up,10,Limited food waste,1
16,287,5,1,2293,1,Drop-off,10,Food waste,1
97,287,5,2,2293,1,Door Pick-up,15,Commercial compost,4
68,287,6,1,2294,1,Drop-off,15,Commercial compost,3
87,287,6,2,2294,1,Door Pick-up,15,Limited food waste,3
47,287,7,1,2295,1,Door Pick-up,15,Food waste,2
117,287,7,2,2295,1,Door Pick-up,15,Limited food waste,4
26,287,8,1,2296,1,Drop-off,10,Limited food waste,1
65,287,8,2,2296,1,Door Pick-up,10,Commercial compost,3
40,288,1,1,2297,1,Drop-off,20,Commercial compost,2
80,288,1,2,2297,1,Drop-off,20,Food waste,3
3,288,2,1,2298,1,Door Pick-up,5,Commercial compost,1
84,288,2,2,2298,1,Drop-off,5,Limited food waste,3
23,288,3,1,2299,1,Door Pick-up,5,Limited food waste,1
106,288,3,2,2299,1,Drop-off,10,Food waste,4
74,288,4,1,2300,1,Drop-off,5,Food waste,3
25,288,4,2,2300,1,Door Pick-up,10,Limited food waste,1
16,288,5,1,2301,1,Drop-off,10,Food waste,1
97,288,5,2,2301,1,Door Pick-up,15,Commercial compost,4
68,288,6,1,2302,1,Drop-off,15,Commercial compost,3
87,288,6,2,2302,1,Door Pick-up,15,Limited food waste,3
47,288,7,1,2303,1,Door Pick-up,15,Food waste,2
117,288,7,2,2303,1,Door Pick-up,15,Limited food waste,4
26,288,8,1,2304,1,Drop-off,10,Limited food waste,1
65,288,8,2,2304,1,Door Pick-up,10,Commercial compost,3
40,289,1,1,2305,1,Drop-off,20,Commercial compost,2
80,289,1,2,2305,1,Drop-off,20,Food waste,3
3,289,2,1,2306,1,Door Pick-up,5,Commercial compost,1
84,289,2,2,2306,1,Drop-off,5,Limited food waste,3
23,289,3,1,2307,1,Door Pick-up,5,Limited food waste,1
106,289,3,2,2307,1,Drop-off,10,Food waste,4
74,289,4,1,2308,1,Drop-off,5,Food waste,3
25,289,4,2,2308,1,Door Pick-up,10,Limited food waste,1
16,289,5,1,2309,1,Drop-off,10,Food waste,1
97,289,5,2,2309,1,Door Pick-up,15,Commercial compost,4
68,289,6,1,2310,1,Drop-off,15,Commercial compost,3
87,289,6,2,2310,1,Door Pick-up,15,Limited food waste,3
47,289,7,1,2311,1,Door Pick-up,15,Food waste,2
117,289,7,2,2311,1,Door Pick-up,15,Limited food waste,4
26,289,8,1,2312,1,Drop-off,10,Limited food waste,1
65,289,8,2,2312,1,Door Pick-up,10,Commercial compost,3
40,290,1,1,2313,1,Drop-off,20,Commercial compost,2
80,290,1,2,2313,1,Drop-off,20,Food waste,3
3,290,2,1,2314,1,Door Pick-up,5,Commercial compost,1
84,290,2,2,2314,1,Drop-off,5,Limited food waste,3
23,290,3,1,2315,1,Door Pick-up,5,Limited food waste,1
106,290,3,2,2315,1,Drop-off,10,Food waste,4
74,290,4,1,2316,1,Drop-off,5,Food waste,3
25,290,4,2,2316,1,Door Pick-up,10,Limited food waste,1
16,290,5,1,2317,1,Drop-off,10,Food waste,1
97,290,5,2,2317,1,Door Pick-up,15,Commercial compost,4
68,290,6,1,2318,1,Drop-off,15,Commercial compost,3
87,290,6,2,2318,1,Door Pick-up,15,Limited food waste,3
47,290,7,1,2319,1,Door Pick-up,15,Food waste,2
117,290,7,2,2319,1,Door Pick-up,15,Limited food waste,4
26,290,8,1,2320,1,Drop-off,10,Limited food waste,1
65,290,8,2,2320,1,Door Pick-up,10,Commercial compost,3
40,291,1,1,2321,1,Drop-off,20,Commercial compost,2
80,291,1,2,2321,1,Drop-off,20,Food waste,3
3,291,2,1,2322,1,Door Pick-up,5,Commercial compost,1
84,291,2,2,2322,1,Drop-off,5,Limited food waste,3
23,291,3,1,2323,1,Door Pick-up,5,Limited food waste,1
106,291,3,2,2323,1,Drop-off,10,Food waste,4
74,291,4,1,2324,1,Drop-off,5,Food waste,3
25,291,4,2,2324,1,Door Pick-up,10,Limited food waste,1
16,291,5,1,2325,1,Drop-off,10,Food waste,1
97,291,5,2,2325,1,Door Pick-up,15,Commercial compost,4
68,291,6,1,2326,1,Drop-off,15,Commercial compost,3
87,291,6,2,2326,1,Door Pick-up,15,Limited food waste,3
47,291,7,1,2327,1,Door Pick-up,15,Food waste,2
117,291,7,2,2327,1,Door Pick-up,15,Limited food waste,4
26,291,8,1,2328,1,Drop-off,10,Limited food waste,1
65,291,8,2,2328,1,Door Pick-up,10,Commercial compost,3
40,292,1,1,2329,1,Drop-off,20,Commercial compost,2
80,292,1,2,2329,1,Drop-off,20,Food waste,3
3,292,2,1,2330,1,Door Pick-up,5,Commercial compost,1
84,292,2,2,2330,1,Drop-off,5,Limited food waste,3
23,292,3,1,2331,1,Door Pick-up,5,Limited food waste,1
106,292,3,2,2331,1,Drop-off,10,Food waste,4
74,292,4,1,2332,1,Drop-off,5,Food waste,3
25,292,4,2,2332,1,Door Pick-up,10,Limited food waste,1
16,292,5,1,2333,1,Drop-off,10,Food waste,1
97,292,5,2,2333,1,Door Pick-up,15,Commercial compost,4
68,292,6,1,2334,1,Drop-off,15,Commercial compost,3
87,292,6,2,2334,1,Door Pick-up,15,Limited food waste,3
47,292,7,1,2335,1,Door Pick-up,15,Food waste,2
117,292,7,2,2335,1,Door Pick-up,15,Limited food waste,4
26,292,8,1,2336,1,Drop-off,10,Limited food waste,1
65,292,8,2,2336,1,Door Pick-up,10,Commercial compost,3
40,293,1,1,2337,1,Drop-off,20,Commercial compost,2
80,293,1,2,2337,1,Drop-off,20,Food waste,3
3,293,2,1,2338,1,Door Pick-up,5,Commercial compost,1
84,293,2,2,2338,1,Drop-off,5,Limited food waste,3
23,293,3,1,2339,1,Door Pick-up,5,Limited food waste,1
106,293,3,2,2339,1,Drop-off,10,Food waste,4
74,293,4,1,2340,1,Drop-off,5,Food waste,3
25,293,4,2,2340,1,Door Pick-up,10,Limited food waste,1
16,293,5,1,2341,1,Drop-off,10,Food waste,1
97,293,5,2,2341,1,Door Pick-up,15,Commercial compost,4
68,293,6,1,2342,1,Drop-off,15,Commercial compost,3
87,293,6,2,2342,1,Door Pick-up,15,Limited food waste,3
47,293,7,1,2343,1,Door Pick-up,15,Food waste,2
117,293,7,2,2343,1,Door Pick-up,15,Limited food waste,4
26,293,8,1,2344,1,Drop-off,10,Limited food waste,1
65,293,8,2,2344,1,Door Pick-up,10,Commercial compost,3
40,294,1,1,2345,1,Drop-off,20,Commercial compost,2
80,294,1,2,2345,1,Drop-off,20,Food waste,3
3,294,2,1,2346,1,Door Pick-up,5,Commercial compost,1
84,294,2,2,2346,1,Drop-off,5,Limited food waste,3
23,294,3,1,2347,1,Door Pick-up,5,Limited food waste,1
106,294,3,2,2347,1,Drop-off,10,Food waste,4
74,294,4,1,2348,1,Drop-off,5,Food waste,3
25,294,4,2,2348,1,Door Pick-up,10,Limited food waste,1
16,294,5,1,2349,1,Drop-off,10,Food waste,1
97,294,5,2,2349,1,Door Pick-up,15,Commercial compost,4
68,294,6,1,2350,1,Drop-off,15,Commercial compost,3
87,294,6,2,2350,1,Door Pick-up,15,Limited food waste,3
47,294,7,1,2351,1,Door Pick-up,15,Food waste,2
117,294,7,2,2351,1,Door Pick-up,15,Limited food waste,4
26,294,8,1,2352,1,Drop-off,10,Limited food waste,1
65,294,8,2,2352,1,Door Pick-up,10,Commercial compost,3
40,295,1,1,2353,1,Drop-off,20,Commercial compost,2
80,295,1,2,2353,1,Drop-off,20,Food waste,3
3,295,2,1,2354,1,Door Pick-up,5,Commercial compost,1
84,295,2,2,2354,1,Drop-off,5,Limited food waste,3
23,295,3,1,2355,1,Door Pick-up,5,Limited food waste,1
106,295,3,2,2355,1,Drop-off,10,Food waste,4
74,295,4,1,2356,1,Drop-off,5,Food waste,3
25,295,4,2,2356,1,Door Pick-up,10,Limited food waste,1
16,295,5,1,2357,1,Drop-off,10,Food waste,1
97,295,5,2,2357,1,Door Pick-up,15,Commercial compost,4
68,295,6,1,2358,1,Drop-off,15,Commercial compost,3
87,295,6,2,2358,1,Door Pick-up,15,Limited food waste,3
47,295,7,1,2359,1,Door Pick-up,15,Food waste,2
117,295,7,2,2359,1,Door Pick-up,15,Limited food waste,4
26,295,8,1,2360,1,Drop-off,10,Limited food waste,1
65,295,8,2,2360,1,Door Pick-up,10,Commercial compost,3
40,296,1,1,2361,1,Drop-off,20,Commercial compost,2
80,296,1,2,2361,1,Drop-off,20,Food waste,3
3,296,2,1,2362,1,Door Pick-up,5,Commercial compost,1
84,296,2,2,2362,1,Drop-off,5,Limited food waste,3
23,296,3,1,2363,1,Door Pick-up,5,Limited food waste,1
106,296,3,2,2363,1,Drop-off,10,Food waste,4
74,296,4,1,2364,1,Drop-off,5,Food waste,3
25,296,4,2,2364,1,Door Pick-up,10,Limited food waste,1
16,296,5,1,2365,1,Drop-off,10,Food waste,1
97,296,5,2,2365,1,Door Pick-up,15,Commercial compost,4
68,296,6,1,2366,1,Drop-off,15,Commercial compost,3
87,296,6,2,2366,1,Door Pick-up,15,Limited food waste,3
47,296,7,1,2367,1,Door Pick-up,15,Food waste,2
117,296,7,2,2367,1,Door Pick-up,15,Limited food waste,4
26,296,8,1,2368,1,Drop-off,10,Limited food waste,1
65,296,8,2,2368,1,Door Pick-up,10,Commercial compost,3
40,297,1,1,2369,1,Drop-off,20,Commercial compost,2
80,297,1,2,2369,1,Drop-off,20,Food waste,3
3,297,2,1,2370,1,Door Pick-up,5,Commercial compost,1
84,297,2,2,2370,1,Drop-off,5,Limited food waste,3
23,297,3,1,2371,1,Door Pick-up,5,Limited food waste,1
106,297,3,2,2371,1,Drop-off,10,Food waste,4
74,297,4,1,2372,1,Drop-off,5,Food waste,3
25,297,4,2,2372,1,Door Pick-up,10,Limited food waste,1
